jahr,hauptgruppe,untergruppe,thg,thg_agg,emission
1996,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
1997,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
1998,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
1999,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
2000,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
2001,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
2002,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
2003,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
2004,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
2005,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
2006,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
2007,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
2008,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
2009,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
2010,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
2011,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
2012,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
2013,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
2014,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
2015,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
2016,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
2017,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
2018,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
2019,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
2020,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
2021,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
2022,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
1990,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
1991,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
1992,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
1993,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
1994,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
1995,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
1996,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
1997,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
1998,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
1999,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
2000,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
2001,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
2002,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
2003,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
2004,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
2005,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
2006,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
2007,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
2008,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
2009,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
2010,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
2011,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
2012,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
2013,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
2014,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
2015,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
2016,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
2017,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
2018,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
2019,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
2020,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
2021,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
2022,Landwirtschaft,Fermentation bei der Verdauung,SF6,CO2eq,0
1990,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
1991,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
1992,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
1993,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
1994,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
1995,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
1996,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
1997,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
1998,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
1999,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
2000,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
2001,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
2002,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
2003,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
2004,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
2005,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
2006,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
2007,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
2008,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
2009,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
2010,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
2011,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
2012,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
2013,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
2014,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
2015,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
2016,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
2017,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
2018,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
2019,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
2020,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
2021,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
2022,Landwirtschaft,Wirtschaftsdünger-Management,CO2,CO2eq,0
1990,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,40224.768330446175
1991,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,40087.01008925999
1992,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,39732.74528014628
1993,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,39747.007586027394
1994,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,39395.64695593609
1995,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,39394.06923582246
1996,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,37941.95661732884
1997,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,36708.15615629118
1998,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,36033.57114074901
1999,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,33907.63236397191
2000,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,33439.7172312395
2001,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,33108.55759237406
2002,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,31855.86673036965
2003,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,31774.851757074408
2004,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,31417.972347599178
2005,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,32130.66047533606
2006,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,32591.623398291555
2007,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,32596.341872181692
2008,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,33580.117601850696
2009,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,32841.22083695932
2010,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,32777.68245792954
2011,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,33620.1521336762
2012,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,33844.94854771495
2013,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,33289.37797374111
2014,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,34393.34577880227
2015,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,34148.183918725575
2016,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,33665.241685169225
2017,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,32642.67284868873
2018,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,32416.996247456944
2019,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,30975.71335997295
2020,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,30512.58056149685
2021,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,30241.403588810535
2022,Landwirtschaft,Wirtschaftsdünger-Management,CH4,CO2eq,30199.97836658318
1990,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,18048.99814349283
1991,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,17729.4421928481
1992,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,17153.49821764855
1993,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,16678.73483456745
1994,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,16735.27535592571
1995,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,16380.60066491662
1996,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,16204.235397249951
1997,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,15273.78408253587
1998,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,14276.204113103606
1999,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,13095.287871768594
2000,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,12864.947674008396
2001,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,12365.95476204322
2002,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,11707.503196101954
2003,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,11580.637332679486
2004,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,11005.08769068889
2005,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,10977.048541481605
2006,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,10785.437976586303
2007,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,10819.68886918489
2008,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,11460.933119888576
2009,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,11476.859938059612
2010,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,11521.379544269075
2011,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,11820.379023669351
2012,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,11936.234934231969
2013,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,11831.343710180436
2014,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,12154.198868439858
2015,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,12003.7803706271
2016,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,12042.32190576604
2017,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,11811.945941131962
2018,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,12074.426076159754
2019,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,11946.374074241568
2020,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,11923.585221541309
2021,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,11894.690160709966
2022,Landwirtschaft,Wirtschaftsdünger-Management,N2O,CO2eq,11967.075123194649
1990,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
1991,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
1992,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
1993,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
1994,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
1995,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
1996,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
1997,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
1998,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
1999,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
2000,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
2001,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
2002,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
2003,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
2004,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
2005,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
2006,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
2007,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
2008,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
2009,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
2010,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
2011,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
2012,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
2013,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
2014,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
2015,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
2016,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
2017,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
2018,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
2019,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
2020,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
2021,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
2022,Landwirtschaft,Wirtschaftsdünger-Management,HFC,CO2eq,0
1990,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
1991,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
1992,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
1993,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
1994,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
1995,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
1996,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
1997,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
1998,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
1999,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
2000,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
2001,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
2002,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
2003,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
2004,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
2005,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
2006,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
2007,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
2008,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
2009,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
2010,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
2011,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
2012,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
2013,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
2014,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
2015,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
2016,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
2017,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
2018,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
2019,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
2020,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
2021,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
2022,Landwirtschaft,Wirtschaftsdünger-Management,PFC,CO2eq,0
1990,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
1991,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
1992,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
1993,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
1994,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
1995,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
1996,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
1997,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
1998,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
1999,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
2000,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
2001,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
2002,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
2003,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
2004,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
2005,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
2006,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
2007,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
2008,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
2009,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
2010,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
2011,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
2012,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
2013,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
2014,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
2015,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
2016,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
2017,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
2018,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
2019,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
2020,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
2021,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
2022,Landwirtschaft,Wirtschaftsdünger-Management,SF6,CO2eq,0
1990,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
1991,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
1992,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
1993,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
1994,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
1995,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
1996,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
1997,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
1998,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
1999,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
2000,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
2001,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
2002,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
2003,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
2004,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
2005,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
2006,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
2007,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
2008,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
2009,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
2010,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
2011,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
2012,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
2013,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
2014,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
2015,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
2016,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
2017,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
2018,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
2019,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
2020,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
2021,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
2022,Landwirtschaft,Landwirtschaftliche Böden,CO2,CO2eq,0
1990,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
1991,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
1992,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
1993,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
1994,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
1995,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
1996,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
1997,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
1998,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
1999,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
2000,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
2001,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
2002,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
2003,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
2004,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
2005,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
2006,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
2007,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
2008,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
2009,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
2010,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
2011,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
2012,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
2013,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
2014,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
2015,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
2016,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
2017,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
2018,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
2019,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
2020,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
2021,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
2022,Landwirtschaft,Landwirtschaftliche Böden,CH4,CO2eq,0
1990,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,69886.22399648742
1991,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,69115.1731258059
1992,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,68803.15784458576
1993,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,67308.13679165706
1994,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,66201.4936032226
1995,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,65986.65993091933
1996,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,63637.88434708427
1997,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,59339.39471350662
1998,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,58647.59415248389
1999,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,58555.38510700695
2000,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,58099.383445745174
2001,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,57685.63779327058
2002,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,56027.300150103234
2003,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,54492.754339552775
2004,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,54279.30414606832
2005,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,54428.297378325624
2006,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,54440.07683228962
2007,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,55914.76042016763
2008,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,55063.719769478485
2009,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,54169.95075406572
2010,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,55555.92896926952
2011,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,54818.94903939255
2012,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,54622.15877260384
2013,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,53466.56511859932
